,raw,processed,label,predict
132,"@Hi_Quds Ppkm terbukti bisa menekan laju penyebaran covid yaa, yuk kita dukung",ppkm terbukti menekan laju penyebaran covid ya yuk dukung,2,2
133,"Awalnya benci sama PPKM, tapi sekarang jadi suka PPKM (tanpa PP)🌝",awalnya benci ppkm jadi suka ppkm pulang pergi,1,1
134,"#BersamaUntukWarga 
Saling bantu ditengah Pandemi n PPKM Darurat! https://t.co/HWHO73hab7",bantu ditengah pandemi ppkm darurat,2,2
135,Ppkm dah lv 4 aja 🤯,ppkm lv,1,1
136,"https://t.co/LngTCS9TAl

emang gila pemerintah, bagian WNA masuk adem ayem, disini pusing ppkm",gila pemerintah bagian wna masuk adem ayem pusing ppkm,0,0
137,PPKM DIPERPANJANG KWWKKWKKWKWKWKWKWKKW,ppkm diperpanjang kwwkkwkkwkwkwkwkwkkw,1,1
138,"PPKM
Pelan-Pelan Kamu Menghilang",ppkm pelan pelan menghilang,1,1
139,"Dari banyak Artikel dan Tanggapan masyarakat yang saya lihat dan baca, Sudah banyak yang tidak setuju dengan PPKM, menginformasikan Saja Apabila nanti PPKM memang di perpanjang itu bukan Murni Keinginan dan Kemauan Rakyat.
#smartpeople
#therich
#bachelordegree 
#Diplomadegree",artikel tanggapan masyarakat lihat baca setuju ppkm menginformasikan ppkm perpanjang murni keinginan kemauan rakyat,0,0
140,"gakemana mana kirain PPKM, ternyata emang gak ada status aja 😊",gakemana mengira ppkm ternyata status,1,1
141,"Istri penjual bakso keliling didaerahku meninggal di jawa, tp mas baksonya gak bisa pulang. entah krn gak ada uang ato entah krn aturan ppkm ???",istri penjual bakso keliling didaerahku meninggal jawa mas baksonya pulang tidak tahu uang tidak tahu aturan ppkm,0,0
142,"@detikcom Tris solusinya apa? Atop ppkm karena ga guna, biarin aja kalo yg ga kuat mati, atau terusin ppkm sampe kiamat? Putusin cepat jgn tanggung2, kako ga mampu dan ga tau, mundur saja. Jangan hari ini a besok b tp tetap merasa bener dan paling tau/ pintar",tris solusinya atop ppkm guna biarkan kuat mati terusin ppkm kiamat putusin cepat tanggung kako tahu mundur hari besok tetap merasa benar tahu pintar,0,0
143,"Cegah Covid-19 dengan vaksinasi dan disiplin prokes
PPKM Rakyat Sehat https://t.co/nvpIj55OjZ",cegah covid vaksinasi disiplin prokes ppkm rakyat sehat,2,2
144,"Untuk perpanjangan PPKM level 3-4 sendiri, Khofifah meminta seluruh pihak di Jatim menunggu SK Gubernur, dan Secara umum, aturan di SK Gubernur akan mengikuti instruksi pusat.",untuk perpanjangan ppkm level khofifah meminta pihak jatim menunggu suka gubernur secara umum aturan suka gubernur mengikuti instruksi pusat,1,1
145,TKA tiongkok datang pas PPKM ditindak juga gak sama teman2admin? https://t.co/DLLIroV3eV,tka tiongkok datang pas ppkm ditindak teman admin,0,0
146,"@VIVAcoid Kesono nya aja susah, kena PPKM",kesono nya susah kena ppkm,0,0
147,"Seperti aturan lockdown, psbb, ppkm, dsb.
Menurut pov gw juga,
Se-rame dan se-menakutkannya covid kalo mereka gak disenggol masalah dapur mungkin mereka juga bakal cuek aja. ""Bodo amat lah mau ada virus apa nggak yang penting gw tetep bisa kerja.""",aturan lockdown psbb ppkm dsb menurut pov ramai menakutkannya covid disenggol masalah dapur bakal cuek bodo virus penting tetap kerja,0,0
148,"PPKM: Perbanyak sholawat, perbanyak shodaqoh, kuatkan iman dan menjauhi maksiat",ppkm perbanyak sholawat perbanyak shodaqoh kuatkan iman menjauhi maksiat,2,1
149,"Aku suka PPKM
Tapi tanpa huruf ""PP""",suka ppkm huruf pulang pergi,1,1
150,@adit_insomnia Sangat efektif dong ya ppkm sampe gak berasa udh tgl 21,efektif iya ppkm berasa udah tanggal,2,1
151,"Nunggu panggilan interview setelah ngelamar kerja udah kaya nungguin bansos.

Kaga datang"" njir:)

Bilangnya 3-4 hari,tau""nya mundur jadi 1 minggu. Udah nunggu,diundur lagi 1 minggu:).

Ini PPKM kah?!. Canda PPKM:)

#lamarankerja #ppkm #bansos",menunggu panggilan interview melamar kerja kayak menunggu bansos datang anjir bilangnya hari tahu nya mundur jadi minggu menunggu diundur minggu ppkm kah canda ppkm,0,0
152,@iradwiar_ PPKM emang ada yo seng nyediani tempat hnya beberapa menit untuk bersantai ? bukane selama ppkm hnya melayani delivery &amp; kursine di tiadakan ... 🤔,ppkm iya seng nyediani tempat menit untuk bersantai bukane ppkm melayani delivery amp kursine tiadakan,0,0
153,Ppkm perpanjang ga si,ppkm perpanjang sih,1,1
154,"@jntexpressid min saya jd dicomplain cust karena paket dari tgl 11 smp skrg mandeg di Solo. Ngerti sih ppkm, tp ini mah paketnya ga dikirim2 namanya.",min jadi dicomplain cust paket tanggal mandeg solo mengerti sih ppkm mah paketnya dikirim namanya,0,1
155,"Bangunnnnn
Selamat pagi ppkm",bangun selamat pagi ppkm,1,1
156,"Sebagian bilang dan menyuarakan untuk dirumah aja dan taat ppkm dan prokes, biasanya mereka ini yg masih punya tabungan, dan gaji yg gak berdampak serius. Tp kalau pedagang yg cuma bergantung dr jualanya, trus jualanya gak maksimal, gimana kisahnya ya?",sebagian bilang menyuarakan untuk dirumah taat ppkm prokes punya tabungan gaji berdampak serius pedagang bergantung jualanya terus jualanya maksimal kisahnya iya,0,0
157,@xaviremora Masih ppkm,ppkm,1,1
158,@nindiwwww Abis PPKM kan,habis ppkm,1,1
159,"@kompascom Nasib rakyat kecil sllu jadi korban kebijakan pemerintah. Mereka cuma bisa bikin peraturan tapu tdk tau aturan. Para pegawai dan pejabat enak mau 1 thn juga PPKM gaji mrka ttp ngalir, tukang bubur 3 hari gak jualan bisa tdk makan, apalagi konvensasi dri pmrnth tdk mmadai &amp; merata",nasib rakyat jadi korban kebijakan pemerintah peraturan tapu tahu aturan pegawai pejabat enak tahun ppkm gaji tetap mengalir tukang bubur hari jualan makan konvensasi pemerintah mmadai amp merata,0,0
160,"ya dari kmaren masa ppkm emng banyak bet nyari jalan baru yg bisa gw lewati di jakarta, dan kek banyak juga bangunan klasik yg baru gw liat",iya kemarin masa ppkm benar mencari jalan baru lewati jakarta kayak bangunan klasik baru lihat,1,0
161,"PPKM pulihkan negeri? Jangan ngayal deh tong.

Mending gaji pegawai ASN dipotong sekian persen buat dibagi ke mereka yang tak boleh kemana-mana. Buat yang isoman juga, buat beli buah-buahan, vitamin, makanan bergizi dan lainnya.",ppkm pulihkan negeri mengkhayal deh tong lebih baik gaji pegawai asn dipotong sekian persen dibagi kemana isoman beli buah buahan vitamin makanan bergizi,0,0
162,"Ok ppkm diperpanjang, aku kudu menjaga imut tubuh",ok ppkm diperpanjang menjaga imut tubuh,1,1
163,menyesal sebelum ppkm gak ke gramed dulu,menyesal ppkm gramed,0,1
164,Jika memperhatikan UU karantina maka menurut saya kebijakan PPKM adalah kebijakan licik.Yg jelas2 menyengsarakan rakyat demi proyek2 ambisius mereka dgn segala kemungkinan pat gulipatnya lancar tak terhambat.Kalau betul begitu berarti kalian pemimpin BIADAB.,memperhatikan uu karantina menurut kebijakan ppkm kebijakan licik jelas menyengsarakan rakyat proyek ambisius kemungkinan pat gulipatnya lancar terhambat betul berarti pemimpin biadab,0,0
165,Ppkm tapi bisa lewat jagakarsa muehehe,ppkm lewat jagakarsa muehehe,1,1
166,Jadi pengen corndog tapi ya ppkm https://t.co/Kr4SSupllN,jadi corndog iya ppkm,1,1
167,ppkm diperpanjang? dah bosen bgt dirumah😩,ppkm diperpanjang bosan banget dirumah,0,0
168,"@jelmaandewi @tubirfess Tapi kan ppkm sekarang ga mengacu uu karantina, makanya ga seketat dulu pas lockdown, krn pemerintah kekurangan dana, alhasil krn ga mengacu uu karantina ya pemerintah ga punya kewajiban buat bansos lagi krn peraturannya ga ada kewajiban (disamping duitnya abis dikorupsi)",ppkm mengacu uu karantina seketat pas lockdown pemerintah kekurangan dana alhasil mengacu uu karantina iya pemerintah punya kewajiban bansos peraturannya kewajiban disamping duitnya habis dikorupsi,0,0
169,@aifplane aku ga suka ppkm,suka ppkm,0,1
170,"cuk kayaknya kudu beli ini, ppkm uniqlo buka ga sih? https://t.co/kDl26FfefG",cuk beli ppkm uniqlo buka sih,1,1
171,@tempodotco Ada pula istilah ppkm di china??,istilah ppkm china,1,0
172,@geloraco Rakyat cina maksudnya? Saat PPKM sampe mirip boncabe tetep lenggang kangkung masuk RI lewat bandara?,rakyat cina maksudnya ppkm mirip boncabe tetap lenggang kangkung masuk ri lewat bandara,0,0
173,@_argentknight bilang masih ppkm,bilang ppkm,1,0
174,"@andihiyat Sama sama dipikiran naksir, tapi kenyataan ga ada yang ungkapin, gitu aja trus sampai perpanjangan PPKM",dipikiran menaksir kenyataan ungkapkan terus perpanjangan ppkm,1,0
175,"PPKM diperpanjang 10x pun nggak ada hasilnya selama kaum nyinyir dan tukang hoax blm ""dihabisi"",,",ppkm diperpanjang hasilnya kaum nyinyir tukang isu bohong dihabisi,0,1
176,@bbych4n_ Ppkm jadi gak sia-sia kalo begini,ppkm jadi sia sia,2,1
177,Ppkm ppkm:( w tu mo joget anjrit,ppkm ppkm joget anjing,0,0
178,"@ricardokakaaaa Kalau kemarin aku daftar dulu buat scaling sama genose. Soalnya kuota buat genose dibatasin. Mungkin kalo ppkm gini bakalan susah, soalnya dokter cuma ngelakuin tindakan emergency",kemarin daftar scaling genose soalnya kuota genose dibatasin ppkm susah soalnya dokter melakukan tindakan emergency,0,1
179,@geloraco @situmang123 Ppkm berlaku bt rakyat yg cari nafkah klu petugas satpol pp nikahan boleh bikin pesta undang 250 org Hrs Nya ppkm aturan tegas berlaku jg bt anggota aparat,ppkm berlaku rakyat cari nafkah petugas satpol pulang pergi nikahan pesta undang orang nya ppkm aturan tegas berlaku anggota aparat,0,0
180,pakar usul ppkm darurat diperpanjang sampai kau jadi milikku.,pakar usul ppkm darurat diperpanjang jadi milikku,1,1
181,"Assalamualaikum wr wb
Met pagi warga TL met beraktivitas tetap disiplin prokes, taati PPKM, segera Vaksin tetap Semangat dg MERAH PUTIH🇲🇨🇲🇨🇲🇨✊✊✊ https://t.co/dK1MqI9IdR",menjadi seseorang alamualaikum wr wb selamat pagi warga timeline selamat beraktivitas tetap disiplin prokes taati ppkm vaksin tetap semangat merah putih,2,2
182,Mikir Rakyat Negeri katak yang akan melakukan PPKM berkelanjutan tanpa solusi jelas karena gak mampu melaksakan Perpresnya sendiri tt karantina akibat saldonya abis #2021HarusGantiPresiden #JokowiGagalUrusNegara https://t.co/ydcVgA4PWw,mikir rakyat negeri katak melakukan ppkm berkelanjutan solusi jelas melaksakan perpresnya tt karantina akibat saldonya habis,0,0
183,"Semoga dengan PPKM darurat diperpanjang, bisa menekan lonjakan kasus Covid-19.
#PatuhProkesHargaMati https://t.co/jNshhH7rvS",semoga ppkm darurat diperpanjang menekan lonjakan kasus covid,2,2
184,@kalla_jengking @AliBej0 @jokowi PPKM diperpanjang lagi kah....,ppkm diperpanjang kah,1,1
185,@bertanyarl posthink aja nder kesendat ppkm jadi di undur trs kaya gw ini mau bikin surprise ke bestie tp malah di perpanjang ppkmnya mwu marah😭🙏🏻,posthink brother kesendat ppkm jadi undur terus kayak surprise bestie perpanjang ppkmnya mwu marah,0,0
186,"@idtodayco Lagi PPKM ada puluhan TKA China masuk ke Indonesia, mulutnya fh mingkem gak pernah nyalahin presiden, di matanya yg salah hanya Anies... Bencinya sama anies udh akut",ppkm puluhan tka china masuk indonesia mulutnya fh mingkem menyalahkan presiden matanya salah anies bencinya anies udah akut,0,0
187,Lg PPKM malah temen ngadain pertemuan aduh,ppkm teman mengadakan pertemuan aduh,0,1
188,Perpanjang ppkm udah kaya cicilan paylater. Nambah teros,perpanjang ppkm kayak cicilan paylater bertambah teros,0,1
189,"@jokowi Pak mau ppkm sampe 2024 silahkan aja ya 😇
Semangat. Tapi pak pikir dong kasian rakyat kecil pak pada kesusahan. Pak saya mohon bubarkan kerumunan tapi bukan yang dagang pak jadi yang beli,Terus ku mohon pak saya mau sekolah tatap muka lagi pak.Kalo sakit' itu urusan yang di atas",pak ppkm silakan iya semangat pak pikir kasihan rakyat pak kesusahan pak mohon bubarkan kerumunan dagang pak jadi beli terus ku mohon pak sekolah tatap muka pak sakit urusan atas,0,0
190,@adamendra Yuk gas PPKM,yuk gas ppkm,1,1
191,@kembarandino Lagi ppkm,ppkm,1,1
192,@bertanyarl Dulu ibu2 pada ghibah sore2 di samping rmh gue. Sebel bgt. Tp skrg udh jrg bgt. Krn ppkm ghibahnya ikut ppkm wkwk.,ibu ghibah sore samping rumah sebel banget udah jrg banget ppkm ghibahnya ikut ppkm wkwk,2,0
193,"Jangan ada yg dikorbankan, karena keduanya sama2 prioritas. Tidak apa jika perubahannya tidak terlalu signifikan, karena ada proses.. cb ingat lagi pencapaian kita sblm mudik ada.. covid di angka rendah dan perekonomian mulai naik walaupun tdk ada ppkm kan?",dikorbankan keduanya prioritas perubahannya signifikan proses coba ingat pencapaian seblum mudik covid angka rendah perekonomian mulai naik ppkm,1,0
194,@brillyannn ayoo abis ppkm mau mendaki tida?,ayo habis ppkm mendaki,1,1
195,@hello_fika Alhamdulillah semoga angka covid semakin menurun drastis dengan perpanjangan ppkm ini ya,alhamdulillah semoga angka covid menurun drastis perpanjangan ppkm iya,2,2
196,Khofifah menyebutkan jka PPKM Darurat akan berlaku mlai tgl 03 Juli 2021 hingga 20 Juli 2021 begitulah,khofifah menyebutkan jka ppkm darurat berlaku mlai tanggal juli juli,1,1
197,@ajizaky571 Di saat ppkm sakit berat non covid benar benar diabaikan jika tidak melakukan rapid test antigen. Kebayang yg awam akan melakukan test. Karena ph tubuh asam maka reaktif dan ini dirujuk ke RS penanganan C19 maka dari itu membludak. Penyakit inti nya tdk diobati.dan akhirnya...,ppkm sakit berat non covid benar benar diabaikan melakukan rapid test antigen terbayang awam melakukan test ph tubuh asam reaktif dirujuk rs penanganan membludak penyakit inti nya diobati,0,0
198,"#RedamPandemiJagaNKRI

Dukung terus pemerintah perpanjang PPKM level 4 https://t.co/w0DgQqCbTE",dukung terus pemerintah perpanjang ppkm level,2,2
199,@Ichaayureal0806 Main Pijat Pijatan .....biar kalau Uda selesai PPKM kan Uda GEDE .....Ichaayu,main pijat pijatan selesai ppkm gede ichaayu,1,1
200,aku suka ppkm tanpa m,suka ppkm,1,1
201,@citraDwibisana Msh PPKM,ppkm,1,1
202,"Evaluasi PPKM, kalau kita melakukan evaluasi dari kasus (covid-19) yang terkonfirmasi positif Alhamdulilah terus melandai",evaluasi ppkm melakukan evaluasi kasus covid terkonfirmasi positif alhamdulilah terus melandai,2,2
203,"Terminal 3 ni besar &amp; luas, trus karna PPKM jadi semua dibatesin termasuk pintunya jg. Jadi ya gitu, lari sana-lari sini.",terminal besar amp luas terus ppkm jadi dibatesin termasuk pintunya jadi iya lari lari,1,0
204,"@lilaccountz Ini lg PPKM, coba hari2 normal.. Kalimalang, jalan alternatif ke kawasan pagi sm sore hari dah asoooooy bgt Miw... 😪😪",ppkm coba hari normal kalimalang jalan alternatif kawasan pagi sore hari asyik banget miw,0,1
205,"jangan mau gak sih, bilang ke ortu mu. lagi ppkm gini juga bisa bisanya  . . ngga apa apa kok, kamu gak punya ttd mereka bukan berarti kamu gak bisa lulus. lihatlah aku, pas masuk sma dulu- orang ngejar osis buat ttd, lah aku milih beli es teh terus pulang. ✌🏻 https://t.co/J7qMgCuFVf",sih bilang orang tua mu ppkm bisanya punya ttd berarti lulus lihatlah pas masuk orang ngejar osis ttd memilih beli es kakak perempuan terus pulang,1,0
206,Pagi2 dilema ppkm perpanjang ato engga.,pagi dilema ppkm perpanjang,0,1
207,Ppkm diperpanjang sampe Haikyuu season 5 rilis,ppkm diperpanjang haikyuu season rilis,1,1
208,@archery_008 Karena PPKM ya,ppkm iya,1,1
209,@mmkstgantimulu lg ppkm beb,ppkm sayang,1,1
210,"Jalan jalan ke Sumedang...
Gak jadi deng
Lagi PPKM",jalan jalan sumedang jadi deng ppkm,0,0
211,"@menfesssyg jujurly iya bgt, kek kesel bgt gasii kita udah nahan bosen di rumah kayak orng sinting trs tb"" liat tmn up story/sw ke cafe/ngumpul dmn gt rame"" DAN GA PROKES anying sumpah kesel bgt demi apapun lu gatau apa ini br ppkm anjir?! pny otak dipake",jujurly iya banget kayak kesal banget gasii menahan bosan rumah orang sinting terus tb lihat teman up story sw cafe berkumpul dimana ramai prokes anying sumpah kesal banget apapun enggak tau baru ppkm   punya otak dipakai,0,0
212,"@Tuti45931006 @MEY_MAKNYAAREK2 yg ngomong jgn takut ppkm klu keuangan nya TERJAMIN,perut kenyang tidur nyenyak ya enak.
lha klu gk punya penghasilan ya GUSAR
(itu manusiawi)orang tua mungkin bs kuat menahan lapar,tp apa tega memaksa anak untuk menahan lapar juga..klu ppkm terus,bkn lg miskin tp bisa mati💔🇮🇩",bicara takut ppkm keuangan nya terjamin perut kenyang tidur nyenyak iya enak gak punya penghasilan iya gusar manusiawi orang tua kuat menahan lapar tega memaksa anak untuk menahan lapar ppkm terus miskin mati,0,0
213,"""saya tau kenapa bapak bisa setega itu pada kami rakyat kecil yg mencari makan dengan berdagang, karena bapak mendapat gaji bulanan, sedang kami bahkan untuk makan besok aja masih harus banting tulang,siapa yg akan kasih makan anak istri kami?""

PPKM darurat",tahu bapak setega rakyat mencari makan berdagang bapak mendapat gaji bulanan untuk makan besok banting tulang kasih makan anak istri ppkm darurat,0,0
214,"Data per-kemarin 28 Juli, untuk Bed Occupancy Rate (BOR) di Jawa Timur sudah mulai melandai dibanding dengan awal PPKM darurat loh!",data kemarin juli untuk bed occupancy rate bor jawa timur mulai melandai dibanding awal ppkm darurat loh,2,1
215,"Nah kan naik beneran. Ironis skali, krena di klangan bawah ppkm bgtu ketat hingga perekonomian mereka turun. Tp bgi mereka klas atas adlh prestasi atas kbijakn yg berjilid2. Krena pandangn mereka pd soal statistik. https://t.co/WDyQCG2CIG",naik benaran ironis klangan bawah ppkm ketat perekonomian turun kelas atas prestasi atas kbijakn berjilid pandangn soal statistik,0,1
216,Maunya PPKM selesai tapi gamau ke kantor🙃,maunya ppkm selesai gak mau kantor,1,1
217,Penyaluran bansos dari pemerintah dilakukan via kantor pos dan himpunan bank negara diharapkan amanah sampai ke tangan masyarakat selama PPKM darurat. https://t.co/TgZAn4jwew,penyaluran bansos pemerintah dilakukan via kantor pos himpunan bank negara diharapkan amanah tangan masyarakat ppkm darurat,2,0
218,PPKM : Photo Pidio Kembali Mumet,ppkm photo pidio kembali pusing,0,1
219,"@WongYenita @detikcom Mau ppkm atau enggak kayaknya sama aja deh, dimana2 juga rame sama aja. Yg beda cuma jam buka aja.",ppkm deh dimana ramai beda jam buka,1,1
220,@DibalikSenjaa_ gapapa udh kan ppkm,gapapa udah ppkm,1,1
221,"@ciyennnn Yuk, mumpung lagi PPKM",yuk ppkm,1,1
222,"donda rilis pas ppkm selesai, sekian.",donda rilis pas ppkm selesai sekian,1,1
223,"@FKadrun 🤣🤣🤣 kalimat trakir pedes banget bro. brasa level 10 kek PPKM .
ini ppkm apa mo pesen seblak",kalimat trakir pedas banget saudara laki-laki berasa level kayak ppkm ppkm pesan seblak,0,0
224,"Orang yang pintar adalah org yg menghormati pahalawan lambang negara dan benderanya .

karna PPKM Masih berlanjut kita tidak bisa panjat pinang
Mari Kita panjatkan Doa saja kiranya kita sehat semua.. Aamiin

#HUTRI76 https://t.co/KYNALH7PYp",orang pintar orang menghormati pahalawan lambang negara benderanya ppkm berlanjut panjat pinang mari panjatkan doa sehat amin,2,2
225,@henrysubiakto Kalau dana utk memelihara buzzeRp dialihkan ke dana untuk membiayai rakyat yang kesusahan krn PPKM berjilid2 juga alangkah baiknya ya.,dana untuk memelihara buzzerp dialihkan dana untuk membiayai rakyat kesusahan ppkm berjilid alangkah sebaiknya iya,0,0
226,"@IvoneHall @MeliaAgustin_ Tangsel.
Lagi merasakan over time PPKM yg entah sampai kapan berakhirnya. 
Semoga diseduh tiap hari kopinya dan saat habis kopinya berakhir pula PPKM nya.",tangsel merasakan over time ppkm tidak tahu berakhirnya semoga diseduh hari kopinya habis kopinya berakhir ppkm nya,1,1
